"","PAR","METHOD","NSIZE","COMMUNALITY","SPECIFICATION","MODERROR","est"
"749","c","SS","30","Low","Simple","e=0.09 (RC)",0.045464431896948
"752","c","BS","60","Low","Correct","e=0.09 (RC)",0.0561402120863278
"755","c","RS","60","Low","Correct","e=0.09 (RC)",-0.0407243096951254
"758","c","ILV","60","Low","Correct","e=0.09 (RC)",0.0190746152935342
"761","c","SEM","60","Low","Correct","e=0.09 (RC)",0.00092080795528021
"764","c","SS","60","Low","Correct","e=0.09 (RC)",0.057292677906109
"767","c","BS","60","Low","Simple","e=0.09 (RC)",0.055359666206388
"770","c","RS","60","Low","Simple","e=0.09 (RC)",0.0240894528505291
"773","c","ILV","60","Low","Simple","e=0.09 (RC)",0.0427493570924726
"776","c","SEM","60","Low","Simple","e=0.09 (RC)",0.0409759689382628
"779","c","SS","60","Low","Simple","e=0.09 (RC)",0.057292677906109
"782","c","BS","100","Low","Correct","e=0.09 (RC)",0.0511353185941599
"785","c","RS","100","Low","Correct","e=0.09 (RC)",-0.0414478192084764
"788","c","ILV","100","Low","Correct","e=0.09 (RC)",0.0127161414792698
"791","c","SEM","100","Low","Correct","e=0.09 (RC)",8.95561825185894e-05
"794","c","SS","100","Low","Correct","e=0.09 (RC)",0.0529497539960025
"797","c","BS","100","Low","Simple","e=0.09 (RC)",0.0535932677141818
"800","c","RS","100","Low","Simple","e=0.09 (RC)",0.0245226431152837
"803","c","ILV","100","Low","Simple","e=0.09 (RC)",0.041902817588208
"806","c","SEM","100","Low","Simple","e=0.09 (RC)",0.0404294483127833
"809","c","SS","100","Low","Simple","e=0.09 (RC)",0.0529497539960025
"812","c","BS","200","Low","Correct","e=0.09 (RC)",0.046471177702355
"815","c","RS","200","Low","Correct","e=0.09 (RC)",-0.0488084815662149
"818","c","ILV","200","Low","Correct","e=0.09 (RC)",0.00143087160710969
"821","c","SEM","200","Low","Correct","e=0.09 (RC)",-0.00430242674380883
"824","c","SS","200","Low","Correct","e=0.09 (RC)",0.0479511706185164
"827","c","BS","200","Low","Simple","e=0.09 (RC)",0.0498673451330127
"830","c","RS","200","Low","Simple","e=0.09 (RC)",0.0164841241611938
"833","c","ILV","200","Low","Simple","e=0.09 (RC)",0.0353607149805755
"836","c","SEM","200","Low","Simple","e=0.09 (RC)",0.0343162822078128
"839","c","SS","200","Low","Simple","e=0.09 (RC)",0.0479511706185164
"842","c","BS","300","Low","Correct","e=0.09 (RC)",0.0466617108527896
"845","c","RS","300","Low","Correct","e=0.09 (RC)",-0.0501939728910064
"848","c","ILV","300","Low","Correct","e=0.09 (RC)",-0.000221836940231712
"851","c","SEM","300","Low","Correct","e=0.09 (RC)",-0.00407592356592473
"854","c","SS","300","Low","Correct","e=0.09 (RC)",0.0476575668787541
"857","c","BS","300","Low","Simple","e=0.09 (RC)",0.0482683953931504
"860","c","RS","300","Low","Simple","e=0.09 (RC)",0.0128245894192695
"863","c","ILV","300","Low","Simple","e=0.09 (RC)",0.0324566476156007
"866","c","SEM","300","Low","Simple","e=0.09 (RC)",0.0317225522216248
"869","c","SS","300","Low","Simple","e=0.09 (RC)",0.0476575668787541
"872","c","BS","400","Low","Correct","e=0.09 (RC)",0.0467939518395786
"875","c","RS","400","Low","Correct","e=0.09 (RC)",-0.0498968380933377
"878","c","ILV","400","Low","Correct","e=0.09 (RC)",-0.00135732130963147
"881","c","SEM","400","Low","Correct","e=0.09 (RC)",-0.00351738848977248
"884","c","SS","400","Low","Correct","e=0.09 (RC)",0.0470618399366093
"887","c","BS","400","Low","Simple","e=0.09 (RC)",0.0477731585527528
"890","c","RS","400","Low","Simple","e=0.09 (RC)",0.0109546012687714
"893","c","ILV","400","Low","Simple","e=0.09 (RC)",0.0316213353931307
"896","c","SEM","400","Low","Simple","e=0.09 (RC)",0.0305603700104941
"899","c","SS","400","Low","Simple","e=0.09 (RC)",0.0470618399366093
"902","c","BS","30","Wide","Correct","e=0.09 (XL)",0.0219122090747456
"905","c","RS","30","Wide","Correct","e=0.09 (XL)",-0.00838664532101934
"908","c","ILV","30","Wide","Correct","e=0.09 (XL)",0.0213413291113581
"911","c","SEM","30","Wide","Correct","e=0.09 (XL)",0.0071557492244829
"914","c","SS","30","Wide","Correct","e=0.09 (XL)",0.118053056801893
"917","c","BS","30","Wide","Simple","e=0.09 (XL)",0.171468117711586
"920","c","RS","30","Wide","Simple","e=0.09 (XL)",0.144283239658278
"923","c","ILV","30","Wide","Simple","e=0.09 (XL)",0.168596491852676
"926","c","SEM","30","Wide","Simple","e=0.09 (XL)",0.160460633152713
"929","c","SS","30","Wide","Simple","e=0.09 (XL)",0.193053025592854
"932","c","BS","60","Wide","Correct","e=0.09 (XL)",0.0163396912231454
"935","c","RS","60","Wide","Correct","e=0.09 (XL)",-0.015977602522666
"938","c","ILV","60","Wide","Correct","e=0.09 (XL)",0.00625217051628084
"941","c","SEM","60","Wide","Correct","e=0.09 (XL)",0.000134056737533493
"944","c","SS","60","Wide","Correct","e=0.09 (XL)",0.111247167775675
"947","c","BS","60","Wide","Simple","e=0.09 (XL)",0.174275983721994
"950","c","RS","60","Wide","Simple","e=0.09 (XL)",0.149341544885038
"953","c","ILV","60","Wide","Simple","e=0.09 (XL)",0.161187088237173
"956","c","SEM","60","Wide","Simple","e=0.09 (XL)",0.161424652610457
"959","c","SS","60","Wide","Simple","e=0.09 (XL)",0.19040825905489
"962","c","BS","100","Wide","Correct","e=0.09 (XL)",0.0205453962094832
"965","c","RS","100","Wide","Correct","e=0.09 (XL)",-0.0141939451092269
"968","c","ILV","100","Wide","Correct","e=0.09 (XL)",0.00689496614249987
"971","c","SEM","100","Wide","Correct","e=0.09 (XL)",0.0031273551664255
"974","c","SS","100","Wide","Correct","e=0.09 (XL)",0.115403664083918
"977","c","BS","100","Wide","Simple","e=0.09 (XL)",0.175365325240185
"980","c","RS","100","Wide","Simple","e=0.09 (XL)",0.149533788246785
"983","c","ILV","100","Wide","Simple","e=0.09 (XL)",0.161643743828404
"986","c","SEM","100","Wide","Simple","e=0.09 (XL)",0.161703807975401
"989","c","SS","100","Wide","Simple","e=0.09 (XL)",0.190566366281051
"992","c","BS","200","Wide","Correct","e=0.09 (XL)",0.0191720682174719
"995","c","RS","200","Wide","Correct","e=0.09 (XL)",-0.0154393436586301
"998","c","ILV","200","Wide","Correct","e=0.09 (XL)",0.00358627840569788
"1001","c","SEM","200","Wide","Correct","e=0.09 (XL)",0.00190391387259459
"1004","c","SS","200","Wide","Correct","e=0.09 (XL)",0.112585643372799
"1007","c","BS","200","Wide","Simple","e=0.09 (XL)",0.174317596573577
"1010","c","RS","200","Wide","Simple","e=0.09 (XL)",0.150370379185834
"1013","c","ILV","200","Wide","Simple","e=0.09 (XL)",0.162260706518706
"1016","c","SEM","200","Wide","Simple","e=0.09 (XL)",0.161782794404851
"1019","c","SS","200","Wide","Simple","e=0.09 (XL)",0.190262622649178
"1022","c","BS","300","Wide","Correct","e=0.09 (XL)",0.0182244694537975
"1025","c","RS","300","Wide","Correct","e=0.09 (XL)",-0.0180296014472423
"1028","c","ILV","300","Wide","Correct","e=0.09 (XL)",0.00150164802389154
"1031","c","SEM","300","Wide","Correct","e=0.09 (XL)",0.000123843769034053
"1034","c","SS","300","Wide","Correct","e=0.09 (XL)",0.112106821210337
"1037","c","BS","300","Wide","Simple","e=0.09 (XL)",0.173022202013265
"1040","c","RS","300","Wide","Simple","e=0.09 (XL)",0.148184469660477
"1043","c","ILV","300","Wide","Simple","e=0.09 (XL)",0.160401231429911
"1046","c","SEM","300","Wide","Simple","e=0.09 (XL)",0.159994838092084
"1049","c","SS","300","Wide","Simple","e=0.09 (XL)",0.19022535397334
"1052","c","BS","400","Wide","Correct","e=0.09 (XL)",0.0175644520168899
"1055","c","RS","400","Wide","Correct","e=0.09 (XL)",-0.0184460654713873
"1058","c","ILV","400","Wide","Correct","e=0.09 (XL)",0.000361901569648518
"1061","c","SEM","400","Wide","Correct","e=0.09 (XL)",-0.000404437546417446
"1064","c","SS","400","Wide","Correct","e=0.09 (XL)",0.111684594471809
"1067","c","BS","400","Wide","Simple","e=0.09 (XL)",0.172721316631964
"1070","c","RS","400","Wide","Simple","e=0.09 (XL)",0.148530172133477
"1073","c","ILV","400","Wide","Simple","e=0.09 (XL)",0.160290061936836
"1076","c","SEM","400","Wide","Simple","e=0.09 (XL)",0.160066022600246
"1079","c","SS","400","Wide","Simple","e=0.09 (XL)",0.190541800675694
"1082","c","BS","30","Wide","Correct","e=0.03 (XL)",0.0140178143621475
"1085","c","RS","30","Wide","Correct","e=0.03 (XL)",-0.0177692581900601
"1088","c","ILV","30","Wide","Correct","e=0.03 (XL)",0.0108901377372687
"1091","c","SEM","30","Wide","Correct","e=0.03 (XL)",-0.00338183349942605
"1094","c","SS","30","Wide","Correct","e=0.03 (XL)",0.0592890565574176
"1097","c","BS","30","Wide","Simple","e=0.03 (XL)",0.060378659307404
"1100","c","RS","30","Wide","Simple","e=0.03 (XL)",0.024890957519662
"1103","c","ILV","30","Wide","Simple","e=0.03 (XL)",0.0485707600790585
"1106","c","SEM","30","Wide","Simple","e=0.03 (XL)",0.0412900841234784
"1109","c","SS","30","Wide","Simple","e=0.03 (XL)",0.0798382093532227
"1112","c","BS","60","Wide","Correct","e=0.03 (XL)",0.0202254840806102
"1115","c","RS","60","Wide","Correct","e=0.03 (XL)",-0.0149687210457715
"1118","c","ILV","60","Wide","Correct","e=0.03 (XL)",0.00825953435178171
"1121","c","SEM","60","Wide","Correct","e=0.03 (XL)",0.00212904038192419
"1124","c","SS","60","Wide","Correct","e=0.03 (XL)",0.0640158294031241
"1127","c","BS","60","Wide","Simple","e=0.03 (XL)",0.0645562326455664
"1130","c","RS","60","Wide","Simple","e=0.03 (XL)",0.0276284599272097
"1133","c","ILV","60","Wide","Simple","e=0.03 (XL)",0.0484769946249987
"1136","c","SEM","60","Wide","Simple","e=0.03 (XL)",0.0454404623566968
"1139","c","SS","60","Wide","Simple","e=0.03 (XL)",0.0810570199601556
