"","PAR","METHOD","NSIZE","COMMUNALITY","SPECIFICATION","MODERROR","est"
"144","b","ILV","300","Low","Simple","e=0.09 (XL)",0.370212861801284
"147","b","SEM","300","Low","Simple","e=0.09 (XL)",0.368322214158682
"150","b","SS","300","Low","Simple","e=0.09 (XL)",0.484653098395517
"153","b","BS","400","Low","Correct","e=0.09 (XL)",0.523754729533138
"156","b","RS","400","Low","Correct","e=0.09 (XL)",0.823492723482558
"159","b","ILV","400","Low","Correct","e=0.09 (XL)",0.69585129806933
"162","b","SEM","400","Low","Correct","e=0.09 (XL)",0.699006623242838
"165","b","SS","400","Low","Correct","e=0.09 (XL)",0.668394229125923
"168","b","BS","400","Low","Simple","e=0.09 (XL)",0.400810854274466
"171","b","RS","400","Low","Simple","e=0.09 (XL)",0.346022072512851
"174","b","ILV","400","Low","Simple","e=0.09 (XL)",0.37269824220918
"177","b","SEM","400","Low","Simple","e=0.09 (XL)",0.371165572781706
"180","b","SS","400","Low","Simple","e=0.09 (XL)",0.486198470272605
"183","b","BS","30","Low","Correct","e=0.03 (XL)",0.541022421653871
"186","b","RS","30","Low","Correct","e=0.03 (XL)",0.741108460579528
"189","b","ILV","30","Low","Correct","e=0.03 (XL)",0.572727489848818
"192","b","SEM","30","Low","Correct","e=0.03 (XL)",0.660999574663962
"195","b","SS","30","Low","Correct","e=0.03 (XL)",0.63524212844209
"198","b","BS","30","Low","Simple","e=0.03 (XL)",0.546071236675752
"201","b","RS","30","Low","Simple","e=0.03 (XL)",0.768346227383567
"204","b","ILV","30","Low","Simple","e=0.03 (XL)",0.635251076104396
"207","b","SEM","30","Low","Simple","e=0.03 (XL)",0.705806617057068
"210","b","SS","30","Low","Simple","e=0.03 (XL)",0.536406388728258
"213","b","BS","60","Low","Correct","e=0.03 (XL)",0.528704963263029
"216","b","RS","60","Low","Correct","e=0.03 (XL)",0.79290626600685
"219","b","ILV","60","Low","Correct","e=0.03 (XL)",0.633209996545406
"222","b","SEM","60","Low","Correct","e=0.03 (XL)",0.68959447096022
"225","b","SS","60","Low","Correct","e=0.03 (XL)",0.635074091245058
"228","b","BS","60","Low","Simple","e=0.03 (XL)",0.552254776011098
"231","b","RS","60","Low","Simple","e=0.03 (XL)",0.81994898130191
"234","b","ILV","60","Low","Simple","e=0.03 (XL)",0.68315256491741
"237","b","SEM","60","Low","Simple","e=0.03 (XL)",0.728258205855016
"240","b","SS","60","Low","Simple","e=0.03 (XL)",0.527045133315668
"243","b","BS","100","Low","Correct","e=0.03 (XL)",0.514231794061946
"246","b","RS","100","Low","Correct","e=0.03 (XL)",0.827280733541943
"249","b","ILV","100","Low","Correct","e=0.03 (XL)",0.670661849336158
"252","b","SEM","100","Low","Correct","e=0.03 (XL)",0.702513967189546
"255","b","SS","100","Low","Correct","e=0.03 (XL)",0.633902410330538
"258","b","BS","100","Low","Simple","e=0.03 (XL)",0.555275845183147
"261","b","RS","100","Low","Simple","e=0.03 (XL)",0.840655822316835
"264","b","ILV","100","Low","Simple","e=0.03 (XL)",0.71245738965073
"267","b","SEM","100","Low","Simple","e=0.03 (XL)",0.739168760175128
"270","b","SS","100","Low","Simple","e=0.03 (XL)",0.528457333703378
"273","b","BS","200","Low","Correct","e=0.03 (XL)",0.496111096495182
"276","b","RS","200","Low","Correct","e=0.03 (XL)",0.838635417307184
"279","b","ILV","200","Low","Correct","e=0.03 (XL)",0.690862341248368
"282","b","SEM","200","Low","Correct","e=0.03 (XL)",0.702729849978682
"285","b","SS","200","Low","Correct","e=0.03 (XL)",0.637754650809509
"288","b","BS","200","Low","Simple","e=0.03 (XL)",0.555628389139116
"291","b","RS","200","Low","Simple","e=0.03 (XL)",0.842892220062054
"294","b","ILV","200","Low","Simple","e=0.03 (XL)",0.72767869180932
"297","b","SEM","200","Low","Simple","e=0.03 (XL)",0.738983690254627
"300","b","SS","200","Low","Simple","e=0.03 (XL)",0.530379405479122
"303","b","BS","300","Low","Correct","e=0.03 (XL)",0.488434607985253
"306","b","RS","300","Low","Correct","e=0.03 (XL)",0.838294692099931
"309","b","ILV","300","Low","Correct","e=0.03 (XL)",0.69210393858527
"312","b","SEM","300","Low","Correct","e=0.03 (XL)",0.699003382519163
"315","b","SS","300","Low","Correct","e=0.03 (XL)",0.634940946979502
"318","b","BS","300","Low","Simple","e=0.03 (XL)",0.552448159596775
"321","b","RS","300","Low","Simple","e=0.03 (XL)",0.840881114553506
"324","b","ILV","300","Low","Simple","e=0.03 (XL)",0.727707739148082
"327","b","SEM","300","Low","Simple","e=0.03 (XL)",0.735211570989726
"330","b","SS","300","Low","Simple","e=0.03 (XL)",0.528064702645954
"333","b","BS","400","Low","Correct","e=0.03 (XL)",0.488222476759409
"336","b","RS","400","Low","Correct","e=0.03 (XL)",0.841987838039687
"339","b","ILV","400","Low","Correct","e=0.03 (XL)",0.696347134978561
"342","b","SEM","400","Low","Correct","e=0.03 (XL)",0.701447999837459
"345","b","SS","400","Low","Correct","e=0.03 (XL)",0.635959250474814
"348","b","BS","400","Low","Simple","e=0.03 (XL)",0.553302053123894
"351","b","RS","400","Low","Simple","e=0.03 (XL)",0.841896180347354
"354","b","ILV","400","Low","Simple","e=0.03 (XL)",0.730577975129328
"357","b","SEM","400","Low","Simple","e=0.03 (XL)",0.736008002990014
"360","b","SS","400","Low","Simple","e=0.03 (XL)",0.528718204387402
"363","b","BS","30","Low","Correct","e=0",0.503437621097246
"366","b","RS","30","Low","Correct","e=0",0.75206663017563
"369","b","ILV","30","Low","Correct","e=0",0.602683951637755
"372","b","SEM","30","Low","Correct","e=0",0.678026231095274
"375","b","SS","30","Low","Correct","e=0",0.51297552974736
"378","b","BS","30","Low","Simple","e=0",0.503437621097246
"381","b","RS","30","Low","Simple","e=0",0.75206663017563
"384","b","ILV","30","Low","Simple","e=0",0.602683951637755
"387","b","SEM","30","Low","Simple","e=0",0.678026231095274
"390","b","SS","30","Low","Simple","e=0",0.51297552974736
"393","b","BS","60","Low","Correct","e=0",0.503084212399509
"396","b","RS","60","Low","Correct","e=0",0.809632303436106
"399","b","ILV","60","Low","Correct","e=0",0.650984408679515
"402","b","SEM","60","Low","Correct","e=0",0.700125663897995
"405","b","SS","60","Low","Correct","e=0",0.489735505670025
"408","b","BS","60","Low","Simple","e=0",0.503084212399509
"411","b","RS","60","Low","Simple","e=0",0.809632303436106
"414","b","ILV","60","Low","Simple","e=0",0.650984408679515
"417","b","SEM","60","Low","Simple","e=0",0.700125663897995
"420","b","SS","60","Low","Simple","e=0",0.489735505670025
"423","b","BS","100","Low","Correct","e=0",0.508848541832178
"426","b","RS","100","Low","Correct","e=0",0.8315370247873
"429","b","ILV","100","Low","Correct","e=0",0.677901097163518
"432","b","SEM","100","Low","Correct","e=0",0.70473399717737
"435","b","SS","100","Low","Correct","e=0",0.492467321305066
"438","b","BS","100","Low","Simple","e=0",0.508848541832178
"441","b","RS","100","Low","Simple","e=0",0.8315370247873
"444","b","ILV","100","Low","Simple","e=0",0.677901097163518
"447","b","SEM","100","Low","Simple","e=0",0.70473399717737
"450","b","SS","100","Low","Simple","e=0",0.492467321305066
"453","b","BS","200","Low","Correct","e=0",0.50469754037121
"456","b","RS","200","Low","Correct","e=0",0.834004333817594
"459","b","ILV","200","Low","Correct","e=0",0.689349610001636
"462","b","SEM","200","Low","Correct","e=0",0.701879958402841
"465","b","SS","200","Low","Correct","e=0",0.491180786135447
"468","b","BS","200","Low","Simple","e=0",0.50469754037121
"471","b","RS","200","Low","Simple","e=0",0.834004333817594
"474","b","ILV","200","Low","Simple","e=0",0.689349610001636
"477","b","SEM","200","Low","Simple","e=0",0.701879958402841
"480","b","SS","200","Low","Simple","e=0",0.491180786135447
"483","b","BS","300","Low","Correct","e=0",0.503018018664342
"486","b","RS","300","Low","Correct","e=0",0.834070441222854
"489","b","ILV","300","Low","Correct","e=0",0.692403442204021
"492","b","SEM","300","Low","Correct","e=0",0.700318531860513
"495","b","SS","300","Low","Correct","e=0",0.490774312697497
"498","b","BS","300","Low","Simple","e=0",0.503018018664342
"501","b","RS","300","Low","Simple","e=0",0.834070441222854
"504","b","ILV","300","Low","Simple","e=0",0.692403442204021
"507","b","SEM","300","Low","Simple","e=0",0.700318531860513
"510","b","SS","300","Low","Simple","e=0",0.490774312697497
"513","b","BS","400","Low","Correct","e=0",0.502341539332786
"516","b","RS","400","Low","Correct","e=0",0.835416961677127
"519","b","ILV","400","Low","Correct","e=0",0.695074378117167
"522","b","SEM","400","Low","Correct","e=0",0.700572549930431
"525","b","SS","400","Low","Correct","e=0",0.491482343543477
"528","b","BS","400","Low","Simple","e=0",0.502341539332786
"531","b","RS","400","Low","Simple","e=0",0.835416961677127
"534","b","ILV","400","Low","Simple","e=0",0.695074378117167
"537","b","SEM","400","Low","Simple","e=0",0.700572549930431
"540","b","SS","400","Low","Simple","e=0",0.491482343543477
"543","b","BS","30","Low","Correct","e=0.03 (RC)",0.539929246346587
"546","b","RS","30","Low","Correct","e=0.03 (RC)",0.758027023026101
"549","b","ILV","30","Low","Correct","e=0.03 (RC)",0.59953583664266
"552","b","SEM","30","Low","Correct","e=0.03 (RC)",0.688960076882332
"555","b","SS","30","Low","Correct","e=0.03 (RC)",0.523679321758899
"558","b","BS","30","Low","Simple","e=0.03 (RC)",0.524593432718872
"561","b","RS","30","Low","Simple","e=0.03 (RC)",0.738352555779925
"564","b","ILV","30","Low","Simple","e=0.03 (RC)",0.607089792606571
"567","b","SEM","30","Low","Simple","e=0.03 (RC)",0.66654856274944
"570","b","SS","30","Low","Simple","e=0.03 (RC)",0.523679321758899
"573","b","BS","60","Low","Correct","e=0.03 (RC)",0.506504654561037
"576","b","RS","60","Low","Correct","e=0.03 (RC)",0.817036913936741
"579","b","ILV","60","Low","Correct","e=0.03 (RC)",0.640234189047351
"582","b","SEM","60","Low","Correct","e=0.03 (RC)",0.701626540649445
"585","b","SS","60","Low","Correct","e=0.03 (RC)",0.480866570907452
"588","b","BS","60","Low","Simple","e=0.03 (RC)",0.491275741635679
"591","b","RS","60","Low","Simple","e=0.03 (RC)",0.760606407768622
"594","b","ILV","60","Low","Simple","e=0.03 (RC)",0.623120543514059
"597","b","SEM","60","Low","Simple","e=0.03 (RC)",0.650830847351233
"600","b","SS","60","Low","Simple","e=0.03 (RC)",0.480866570907452
"603","b","BS","100","Low","Correct","e=0.03 (RC)",0.493516564312056
"606","b","RS","100","Low","Correct","e=0.03 (RC)",0.830015792195943
"609","b","ILV","100","Low","Correct","e=0.03 (RC)",0.662806061013572
"612","b","SEM","100","Low","Correct","e=0.03 (RC)",0.700665117770314
"615","b","SS","100","Low","Correct","e=0.03 (RC)",0.475688405920253
"618","b","BS","100","Low","Simple","e=0.03 (RC)",0.48381230412738
"621","b","RS","100","Low","Simple","e=0.03 (RC)",0.767438350428422
"624","b","ILV","100","Low","Simple","e=0.03 (RC)",0.62888030789058
"627","b","SEM","100","Low","Simple","e=0.03 (RC)",0.648886436661183
"630","b","SS","100","Low","Simple","e=0.03 (RC)",0.475688405920253
"633","b","BS","200","Low","Correct","e=0.03 (RC)",0.489543908869838
"636","b","RS","200","Low","Correct","e=0.03 (RC)",0.840129257771491
"639","b","ILV","200","Low","Correct","e=0.03 (RC)",0.685980051835377
"642","b","SEM","200","Low","Correct","e=0.03 (RC)",0.701899726192766
"645","b","SS","200","Low","Correct","e=0.03 (RC)",0.477498453572058
"648","b","BS","200","Low","Simple","e=0.03 (RC)",0.483440125059513
"651","b","RS","200","Low","Simple","e=0.03 (RC)",0.774321388253252
"654","b","ILV","200","Low","Simple","e=0.03 (RC)",0.6413276767527
"657","b","SEM","200","Low","Simple","e=0.03 (RC)",0.65029611243647
"660","b","SS","200","Low","Simple","e=0.03 (RC)",0.477498453572058
"663","b","BS","300","Low","Correct","e=0.03 (RC)",0.485824756697674
"666","b","RS","300","Low","Correct","e=0.03 (RC)",0.841965280975986
"669","b","ILV","300","Low","Correct","e=0.03 (RC)",0.689827200601797
"672","b","SEM","300","Low","Correct","e=0.03 (RC)",0.700310880288673
"675","b","SS","300","Low","Correct","e=0.03 (RC)",0.476064414727393
"678","b","BS","300","Low","Simple","e=0.03 (RC)",0.4814199863101
"681","b","RS","300","Low","Simple","e=0.03 (RC)",0.775560361747772
"684","b","ILV","300","Low","Simple","e=0.03 (RC)",0.643151904587986
"687","b","SEM","300","Low","Simple","e=0.03 (RC)",0.649640700062449
"690","b","SS","300","Low","Simple","e=0.03 (RC)",0.476064414727393
"693","b","BS","400","Low","Correct","e=0.03 (RC)",0.487976370147669
"696","b","RS","400","Low","Correct","e=0.03 (RC)",0.845519921390744
"699","b","ILV","400","Low","Correct","e=0.03 (RC)",0.695870837586791
"702","b","SEM","400","Low","Correct","e=0.03 (RC)",0.703687780273031
"705","b","SS","400","Low","Correct","e=0.03 (RC)",0.478811556565499
"708","b","BS","400","Low","Simple","e=0.03 (RC)",0.483839217442787
"711","b","RS","400","Low","Simple","e=0.03 (RC)",0.778830558883031
"714","b","ILV","400","Low","Simple","e=0.03 (RC)",0.647483914109537
"717","b","SEM","400","Low","Simple","e=0.03 (RC)",0.652702125162367
"720","b","SS","400","Low","Simple","e=0.03 (RC)",0.478811556565499
"723","b","BS","30","Low","Correct","e=0.09 (RC)",0.53681732136482
"726","b","RS","30","Low","Correct","e=0.09 (RC)",0.815084600032651
"729","b","ILV","30","Low","Correct","e=0.09 (RC)",0.56673372973431
"732","b","SEM","30","Low","Correct","e=0.09 (RC)",0.709583198779985
"735","b","SS","30","Low","Correct","e=0.09 (RC)",0.495306280384462
"738","b","BS","30","Low","Simple","e=0.09 (RC)",0.477981394912126
"741","b","RS","30","Low","Simple","e=0.09 (RC)",0.646839139494793
"744","b","ILV","30","Low","Simple","e=0.09 (RC)",0.538379950176526
"747","b","SEM","30","Low","Simple","e=0.09 (RC)",0.570649728595405
"750","b","SS","30","Low","Simple","e=0.09 (RC)",0.495306280384462
"753","b","BS","60","Low","Correct","e=0.09 (RC)",0.487750851309625
"756","b","RS","60","Low","Correct","e=0.09 (RC)",0.825688436626694
"759","b","ILV","60","Low","Correct","e=0.09 (RC)",0.634298196866506
"762","b","SEM","60","Low","Correct","e=0.09 (RC)",0.703117889023703
"765","b","SS","60","Low","Correct","e=0.09 (RC)",0.460786195371775
"768","b","BS","60","Low","Simple","e=0.09 (RC)",0.443679479071526
"771","b","RS","60","Low","Simple","e=0.09 (RC)",0.627705884227306
"774","b","ILV","60","Low","Simple","e=0.09 (RC)",0.533429555989491
"777","b","SEM","60","Low","Simple","e=0.09 (RC)",0.543988793831502
"780","b","SS","60","Low","Simple","e=0.09 (RC)",0.460786195371775
"783","b","BS","100","Low","Correct","e=0.09 (RC)",0.471280591017339
"786","b","RS","100","Low","Correct","e=0.09 (RC)",0.839450739374265
"789","b","ILV","100","Low","Correct","e=0.09 (RC)",0.655232242716365
"792","b","SEM","100","Low","Correct","e=0.09 (RC)",0.701164060637048
"795","b","SS","100","Low","Correct","e=0.09 (RC)",0.454320512884063
"798","b","BS","100","Low","Simple","e=0.09 (RC)",0.433565650304786
"801","b","RS","100","Low","Simple","e=0.09 (RC)",0.629936653674869
"804","b","ILV","100","Low","Simple","e=0.09 (RC)",0.530097454172627
"807","b","SEM","100","Low","Simple","e=0.09 (RC)",0.538813382219333
"810","b","SS","100","Low","Simple","e=0.09 (RC)",0.454320512884063
"813","b","BS","200","Low","Correct","e=0.09 (RC)",0.46768820288015
"816","b","RS","200","Low","Correct","e=0.09 (RC)",0.852041990708511
"819","b","ILV","200","Low","Correct","e=0.09 (RC)",0.684173039831931
"822","b","SEM","200","Low","Correct","e=0.09 (RC)",0.705007333891728
"825","b","SS","200","Low","Correct","e=0.09 (RC)",0.45430140271532
"828","b","BS","200","Low","Simple","e=0.09 (RC)",0.439616036575061
"831","b","RS","200","Low","Simple","e=0.09 (RC)",0.651652405020053
"834","b","ILV","200","Low","Simple","e=0.09 (RC)",0.547663245075926
"837","b","SEM","200","Low","Simple","e=0.09 (RC)",0.554055683138482
"840","b","SS","200","Low","Simple","e=0.09 (RC)",0.45430140271532
"843","b","BS","300","Low","Correct","e=0.09 (RC)",0.464195218747917
"846","b","RS","300","Low","Correct","e=0.09 (RC)",0.852152849462091
"849","b","ILV","300","Low","Correct","e=0.09 (RC)",0.689124440227097
"852","b","SEM","300","Low","Correct","e=0.09 (RC)",0.702105607803698
"855","b","SS","300","Low","Correct","e=0.09 (RC)",0.453397574397163
"858","b","BS","300","Low","Simple","e=0.09 (RC)",0.440776944650902
"861","b","RS","300","Low","Simple","e=0.09 (RC)",0.657615170415122
"864","b","ILV","300","Low","Simple","e=0.09 (RC)",0.553407917735295
"867","b","SEM","300","Low","Simple","e=0.09 (RC)",0.558132907929841
"870","b","SS","300","Low","Simple","e=0.09 (RC)",0.453397574397163
"873","b","BS","400","Low","Correct","e=0.09 (RC)",0.463247492471205
"876","b","RS","400","Low","Correct","e=0.09 (RC)",0.853546487343624
"879","b","ILV","400","Low","Correct","e=0.09 (RC)",0.693612550165635
"882","b","SEM","400","Low","Correct","e=0.09 (RC)",0.70209614793933
"885","b","SS","400","Low","Correct","e=0.09 (RC)",0.454423162546177
"888","b","BS","400","Low","Simple","e=0.09 (RC)",0.441766490906335
"891","b","RS","400","Low","Simple","e=0.09 (RC)",0.662637351925026
"894","b","ILV","400","Low","Simple","e=0.09 (RC)",0.557179007027684
"897","b","SEM","400","Low","Simple","e=0.09 (RC)",0.561340902413836
"900","b","SS","400","Low","Simple","e=0.09 (RC)",0.454423162546177
"903","b","BS","30","Wide","Correct","e=0.09 (XL)",0.595475130878042
"906","b","RS","30","Wide","Correct","e=0.09 (XL)",0.713941387731368
"909","b","ILV","30","Wide","Correct","e=0.09 (XL)",0.670196800946926
"912","b","SEM","30","Wide","Correct","e=0.09 (XL)",0.66447808367626
"915","b","SS","30","Wide","Correct","e=0.09 (XL)",0.738839480768265
"918","b","BS","30","Wide","Simple","e=0.09 (XL)",0.6340288940985
"921","b","RS","30","Wide","Simple","e=0.09 (XL)",0.735488744719157
"924","b","ILV","30","Wide","Simple","e=0.09 (XL)",0.71115896547956
"927","b","SEM","30","Wide","Simple","e=0.09 (XL)",0.708140869917336
"930","b","SS","30","Wide","Simple","e=0.09 (XL)",0.621097383428175
"933","b","BS","60","Wide","Correct","e=0.09 (XL)",0.617769856302178
"936","b","RS","60","Wide","Correct","e=0.09 (XL)",0.75874765955092
"939","b","ILV","60","Wide","Correct","e=0.09 (XL)",0.68726724019225
"942","b","SEM","60","Wide","Correct","e=0.09 (XL)",0.69457499893046
"945","b","SS","60","Wide","Correct","e=0.09 (XL)",0.746112242042322
"948","b","BS","60","Wide","Simple","e=0.09 (XL)",0.67515388292178
"951","b","RS","60","Wide","Simple","e=0.09 (XL)",0.784789175908596
"954","b","ILV","60","Wide","Simple","e=0.09 (XL)",0.731956848299419
"957","b","SEM","60","Wide","Simple","e=0.09 (XL)",0.74031665156907
"960","b","SS","60","Wide","Simple","e=0.09 (XL)",0.623904105266509
"963","b","BS","100","Wide","Correct","e=0.09 (XL)",0.61761236522984
"966","b","RS","100","Wide","Correct","e=0.09 (XL)",0.765500720575064
"969","b","ILV","100","Wide","Correct","e=0.09 (XL)",0.693957061315561
"972","b","SEM","100","Wide","Correct","e=0.09 (XL)",0.698212409447762
"975","b","SS","100","Wide","Correct","e=0.09 (XL)",0.741327353489067
"978","b","BS","100","Wide","Simple","e=0.09 (XL)",0.67817747773306
"981","b","RS","100","Wide","Simple","e=0.09 (XL)",0.790780768216148
"984","b","ILV","100","Wide","Simple","e=0.09 (XL)",0.738787073506927
"987","b","SEM","100","Wide","Simple","e=0.09 (XL)",0.744289698733582
"990","b","SS","100","Wide","Simple","e=0.09 (XL)",0.623309220978992
"993","b","BS","200","Wide","Correct","e=0.09 (XL)",0.614633273515034
"996","b","RS","200","Wide","Correct","e=0.09 (XL)",0.766124546390005
"999","b","ILV","200","Wide","Correct","e=0.09 (XL)",0.694858996773982
"1002","b","SEM","200","Wide","Correct","e=0.09 (XL)",0.69707383307361
"1005","b","SS","200","Wide","Correct","e=0.09 (XL)",0.743534291791185
"1008","b","BS","200","Wide","Simple","e=0.09 (XL)",0.678881759287044
"1011","b","RS","200","Wide","Simple","e=0.09 (XL)",0.791673607955946
"1014","b","ILV","200","Wide","Simple","e=0.09 (XL)",0.741943193077393
"1017","b","SEM","200","Wide","Simple","e=0.09 (XL)",0.745002347920041
"1020","b","SS","200","Wide","Simple","e=0.09 (XL)",0.621361716738314
"1023","b","BS","300","Wide","Correct","e=0.09 (XL)",0.615897284423264
"1026","b","RS","300","Wide","Correct","e=0.09 (XL)",0.769797017142665
"1029","b","ILV","300","Wide","Correct","e=0.09 (XL)",0.698230271765299
"1032","b","SEM","300","Wide","Correct","e=0.09 (XL)",0.699627755251784
"1035","b","SS","300","Wide","Correct","e=0.09 (XL)",0.743869617848634
"1038","b","BS","300","Wide","Simple","e=0.09 (XL)",0.680644359302011
"1041","b","RS","300","Wide","Simple","e=0.09 (XL)",0.794862713929564
"1044","b","ILV","300","Wide","Simple","e=0.09 (XL)",0.745262212058861
"1047","b","SEM","300","Wide","Simple","e=0.09 (XL)",0.747615037328796
"1050","b","SS","300","Wide","Simple","e=0.09 (XL)",0.622527513357928
"1053","b","BS","400","Wide","Correct","e=0.09 (XL)",0.615716459136369
"1056","b","RS","400","Wide","Correct","e=0.09 (XL)",0.769960731527043
"1059","b","ILV","400","Wide","Correct","e=0.09 (XL)",0.698544411628908
"1062","b","SEM","400","Wide","Correct","e=0.09 (XL)",0.699609090005074
"1065","b","SS","400","Wide","Correct","e=0.09 (XL)",0.745095717079322
"1068","b","BS","400","Wide","Simple","e=0.09 (XL)",0.68121546756309
"1071","b","RS","400","Wide","Simple","e=0.09 (XL)",0.795114159979398
"1074","b","ILV","400","Wide","Simple","e=0.09 (XL)",0.746323932785292
"1077","b","SEM","400","Wide","Simple","e=0.09 (XL)",0.74796016070262
"1080","b","SS","400","Wide","Simple","e=0.09 (XL)",0.623382156592826
"1083","b","BS","30","Wide","Correct","e=0.03 (XL)",0.608983422955018
"1086","b","RS","30","Wide","Correct","e=0.03 (XL)",0.718465678409435
"1089","b","ILV","30","Wide","Correct","e=0.03 (XL)",0.674380344184079
"1092","b","SEM","30","Wide","Correct","e=0.03 (XL)",0.676856360941433
"1095","b","SS","30","Wide","Correct","e=0.03 (XL)",0.721782333951349
"1098","b","BS","30","Wide","Simple","e=0.03 (XL)",0.62357595956578
"1101","b","RS","30","Wide","Simple","e=0.03 (XL)",0.7421097286048
"1104","b","ILV","30","Wide","Simple","e=0.03 (XL)",0.705495510938295
"1107","b","SEM","30","Wide","Simple","e=0.03 (XL)",0.698363430568216
"1110","b","SS","30","Wide","Simple","e=0.03 (XL)",0.61288177767396
"1113","b","BS","60","Wide","Correct","e=0.03 (XL)",0.62350090567711
"1116","b","RS","60","Wide","Correct","e=0.03 (XL)",0.756430992026472
"1119","b","ILV","60","Wide","Correct","e=0.03 (XL)",0.689776947931634
"1122","b","SEM","60","Wide","Correct","e=0.03 (XL)",0.696931004420972
"1125","b","SS","60","Wide","Correct","e=0.03 (XL)",0.718380494886128
"1128","b","BS","60","Wide","Simple","e=0.03 (XL)",0.646660743544735
"1131","b","RS","60","Wide","Simple","e=0.03 (XL)",0.778745671549835
"1134","b","ILV","60","Wide","Simple","e=0.03 (XL)",0.71312482424686
"1137","b","SEM","60","Wide","Simple","e=0.03 (XL)",0.7202478455453
"1140","b","SS","60","Wide","Simple","e=0.03 (XL)",0.613751287800281
"1143","b","BS","100","Wide","Correct","e=0.03 (XL)",0.624457686363138
"1146","b","RS","100","Wide","Correct","e=0.03 (XL)",0.764817879981179
"1149","b","ILV","100","Wide","Correct","e=0.03 (XL)",0.69479182804438
"1152","b","SEM","100","Wide","Correct","e=0.03 (XL)",0.700650296583816
"1155","b","SS","100","Wide","Correct","e=0.03 (XL)",0.716098120414425
"1158","b","BS","100","Wide","Simple","e=0.03 (XL)",0.649273089999457
"1161","b","RS","100","Wide","Simple","e=0.03 (XL)",0.784259278408825
"1164","b","ILV","100","Wide","Simple","e=0.03 (XL)",0.718316297877055
"1167","b","SEM","100","Wide","Simple","e=0.03 (XL)",0.72287293473258
