"","PAR","METHOD","NSIZE","COMMUNALITY","SPECIFICATION","MODERROR","est"
"52","a","ILV","60","Low","Simple","e=0.09 (XL)",0.724529282498328
"53","c","ILV","60","Low","Simple","e=0.09 (XL)",0.537409689968892
"54","b","ILV","60","Low","Simple","e=0.09 (XL)",0.3898676832389
"55","a","SEM","60","Low","Simple","e=0.09 (XL)",0.737164835558972
"56","c","SEM","60","Low","Simple","e=0.09 (XL)",0.560199216284671
"57","b","SEM","60","Low","Simple","e=0.09 (XL)",0.379961573710753
"58","a","SS","60","Low","Simple","e=0.09 (XL)",0.527423509892492
"59","c","SS","60","Low","Simple","e=0.09 (XL)",0.362609638896809
"60","b","SS","60","Low","Simple","e=0.09 (XL)",0.481358994677974
"61","a","BS","100","Low","Correct","e=0.09 (XL)",0.203485035409054
"62","c","BS","100","Low","Correct","e=0.09 (XL)",0.0276135433873411
"63","b","BS","100","Low","Correct","e=0.09 (XL)",0.533527608329257
"64","a","RS","100","Low","Correct","e=0.09 (XL)",0.384633752270112
"65","c","RS","100","Low","Correct","e=0.09 (XL)",-0.0214919424865855
"66","b","RS","100","Low","Correct","e=0.09 (XL)",0.809517317433252
"67","a","ILV","100","Low","Correct","e=0.09 (XL)",0.294707427368895
"68","c","ILV","100","Low","Correct","e=0.09 (XL)",0.0181017559814187
"69","b","ILV","100","Low","Correct","e=0.09 (XL)",0.678651928127939
"70","a","SEM","100","Low","Correct","e=0.09 (XL)",0.294731831959718
"71","c","SEM","100","Low","Correct","e=0.09 (XL)",0.00566387815485761
"72","b","SEM","100","Low","Correct","e=0.09 (XL)",0.694094716115467
"73","a","SS","100","Low","Correct","e=0.09 (XL)",0.706368958025536
"74","c","SS","100","Low","Correct","e=0.09 (XL)",0.244086747573512
"75","b","SS","100","Low","Correct","e=0.09 (XL)",0.664365129979039
"76","a","BS","100","Low","Simple","e=0.09 (XL)",0.626462342286423
"77","c","BS","100","Low","Simple","e=0.09 (XL)",0.46596050392235
"78","b","BS","100","Low","Simple","e=0.09 (XL)",0.405962834319156
"79","a","RS","100","Low","Simple","e=0.09 (XL)",0.836689795177672
"80","c","RS","100","Low","Simple","e=0.09 (XL)",0.629242411098567
"81","b","RS","100","Low","Simple","e=0.09 (XL)",0.359771847092971
"82","a","ILV","100","Low","Simple","e=0.09 (XL)",0.741935578688729
"83","c","ILV","100","Low","Simple","e=0.09 (XL)",0.562464177882076
"84","b","ILV","100","Low","Simple","e=0.09 (XL)",0.388068797024484
"85","a","SEM","100","Low","Simple","e=0.09 (XL)",0.753679166617161
"86","c","SEM","100","Low","Simple","e=0.09 (XL)",0.58513713296228
"87","b","SEM","100","Low","Simple","e=0.09 (XL)",0.381711500057241
"88","a","SS","100","Low","Simple","e=0.09 (XL)",0.528468139035183
"89","c","SS","100","Low","Simple","e=0.09 (XL)",0.366961970261395
"90","b","SS","100","Low","Simple","e=0.09 (XL)",0.484365655321273
"91","a","BS","200","Low","Correct","e=0.09 (XL)",0.202810721735619
"92","c","BS","200","Low","Correct","e=0.09 (XL)",0.0220628035194437
"93","b","BS","200","Low","Correct","e=0.09 (XL)",0.530834583740283
"94","a","RS","200","Low","Correct","e=0.09 (XL)",0.391449421906681
"95","c","RS","200","Low","Correct","e=0.09 (XL)",-0.0314289343961571
"96","b","RS","200","Low","Correct","e=0.09 (XL)",0.823917340763692
"97","a","ILV","200","Low","Correct","e=0.09 (XL)",0.297315730106179
"98","c","ILV","200","Low","Correct","e=0.09 (XL)",0.00348137826193096
"99","b","ILV","200","Low","Correct","e=0.09 (XL)",0.696249687392106
"100","a","SEM","200","Low","Correct","e=0.09 (XL)",0.297444547250372
"101","c","SEM","200","Low","Correct","e=0.09 (XL)",-0.00230634137881033
"102","b","SEM","200","Low","Correct","e=0.09 (XL)",0.702477856853766
"103","a","SS","200","Low","Correct","e=0.09 (XL)",0.701518867114201
"104","c","SS","200","Low","Correct","e=0.09 (XL)",0.238738404795176
"105","b","SS","200","Low","Correct","e=0.09 (XL)",0.669461616044857
"106","a","BS","200","Low","Simple","e=0.09 (XL)",0.622322386892362
"107","c","BS","200","Low","Simple","e=0.09 (XL)",0.478782252289435
"108","b","BS","200","Low","Simple","e=0.09 (XL)",0.403174853947485
"109","a","RS","200","Low","Simple","e=0.09 (XL)",0.841168698637788
"110","c","RS","200","Low","Simple","e=0.09 (XL)",0.652821152218719
"111","b","RS","200","Low","Simple","e=0.09 (XL)",0.352223804901894
"112","a","ILV","200","Low","Simple","e=0.09 (XL)",0.746953732646401
"113","c","ILV","200","Low","Simple","e=0.09 (XL)",0.589590754756212
"114","b","ILV","200","Low","Simple","e=0.09 (XL)",0.379013434302344
"115","a","SEM","200","Low","Simple","e=0.09 (XL)",0.753102833831076
"116","c","SEM","200","Low","Simple","e=0.09 (XL)",0.601419291403374
"117","b","SEM","200","Low","Simple","e=0.09 (XL)",0.375300268071895
"118","a","SS","200","Low","Simple","e=0.09 (XL)",0.521846748038434
"119","c","SS","200","Low","Simple","e=0.09 (XL)",0.365001083100734
"120","b","SS","200","Low","Simple","e=0.09 (XL)",0.487100802164497
"121","a","BS","300","Low","Correct","e=0.09 (XL)",0.202928292386397
"122","c","BS","300","Low","Correct","e=0.09 (XL)",0.0235495078343693
"123","b","BS","300","Low","Correct","e=0.09 (XL)",0.524973545573954
"124","a","RS","300","Low","Correct","e=0.09 (XL)",0.393628871112369
"125","c","RS","300","Low","Correct","e=0.09 (XL)",-0.0291960369361407
"126","b","RS","300","Low","Correct","e=0.09 (XL)",0.822405963374452
"127","a","ILV","300","Low","Correct","e=0.09 (XL)",0.298221614642234
"128","c","ILV","300","Low","Correct","e=0.09 (XL)",0.00403991187670311
"129","b","ILV","300","Low","Correct","e=0.09 (XL)",0.694860958387187
"130","a","SEM","300","Low","Correct","e=0.09 (XL)",0.298400476102054
"131","c","SEM","300","Low","Correct","e=0.09 (XL)",-0.000160928981000742
"132","b","SEM","300","Low","Correct","e=0.09 (XL)",0.699051580237847
"133","a","SS","300","Low","Correct","e=0.09 (XL)",0.700331364107111
"134","c","SS","300","Low","Correct","e=0.09 (XL)",0.240364375101576
"135","b","SS","300","Low","Correct","e=0.09 (XL)",0.667639810392868
"136","a","BS","300","Low","Simple","e=0.09 (XL)",0.620826883393946
"137","c","BS","300","Low","Simple","e=0.09 (XL)",0.481338916259576
"138","b","BS","300","Low","Simple","e=0.09 (XL)",0.399501731639174
"139","a","RS","300","Low","Simple","e=0.09 (XL)",0.84281840855924
"140","c","RS","300","Low","Simple","e=0.09 (XL)",0.663292224554125
"141","b","RS","300","Low","Simple","e=0.09 (XL)",0.342765508421818
"142","a","ILV","300","Low","Simple","e=0.09 (XL)",0.74896538503559
"143","c","ILV","300","Low","Simple","e=0.09 (XL)",0.601594924037027
"144","b","ILV","300","Low","Simple","e=0.09 (XL)",0.370212861801284
"145","a","SEM","300","Low","Simple","e=0.09 (XL)",0.753176410096432
"146","c","SEM","300","Low","Simple","e=0.09 (XL)",0.608125637372933
"147","b","SEM","300","Low","Simple","e=0.09 (XL)",0.368322214158682
"148","a","SS","300","Low","Simple","e=0.09 (XL)",0.521383909900804
"149","c","SS","300","Low","Simple","e=0.09 (XL)",0.365946492178736
"150","b","SS","300","Low","Simple","e=0.09 (XL)",0.484653098395517
"151","a","BS","400","Low","Correct","e=0.09 (XL)",0.204344068383311
"152","c","BS","400","Low","Correct","e=0.09 (XL)",0.0228089069444257
"153","b","BS","400","Low","Correct","e=0.09 (XL)",0.523754729533138
"154","a","RS","400","Low","Correct","e=0.09 (XL)",0.397686940283303
"155","c","RS","400","Low","Correct","e=0.09 (XL)",-0.0311376617858541
"156","b","RS","400","Low","Correct","e=0.09 (XL)",0.823492723482558
"157","a","ILV","400","Low","Correct","e=0.09 (XL)",0.300638904812344
"158","c","ILV","400","Low","Correct","e=0.09 (XL)",0.00169491984457992
"159","b","ILV","400","Low","Correct","e=0.09 (XL)",0.69585129806933
"160","a","SEM","400","Low","Correct","e=0.09 (XL)",0.301066455954353
"161","c","SEM","400","Low","Correct","e=0.09 (XL)",-0.00143728184836978
"162","b","SEM","400","Low","Correct","e=0.09 (XL)",0.699006623242838
"163","a","SS","400","Low","Correct","e=0.09 (XL)",0.701808471659584
"164","c","SS","400","Low","Correct","e=0.09 (XL)",0.239945806541765
"165","b","SS","400","Low","Correct","e=0.09 (XL)",0.668394229125923
"166","a","BS","400","Low","Simple","e=0.09 (XL)",0.621363734650774
"167","c","BS","400","Low","Simple","e=0.09 (XL)",0.480076460249594
"168","b","BS","400","Low","Simple","e=0.09 (XL)",0.400810854274466
"169","a","RS","400","Low","Simple","e=0.09 (XL)",0.8445726759041
"170","c","RS","400","Low","Simple","e=0.09 (XL)",0.660860265768313
"171","b","RS","400","Low","Simple","e=0.09 (XL)",0.346022072512851
"172","a","ILV","400","Low","Simple","e=0.09 (XL)",0.751149691074178
"173","c","ILV","400","Low","Simple","e=0.09 (XL)",0.601135245484782
"174","b","ILV","400","Low","Simple","e=0.09 (XL)",0.37269824220918
"175","a","SEM","400","Low","Simple","e=0.09 (XL)",0.754152537939017
"176","c","SEM","400","Low","Simple","e=0.09 (XL)",0.605514574286464
"177","b","SEM","400","Low","Simple","e=0.09 (XL)",0.371165572781706
"178","a","SS","400","Low","Simple","e=0.09 (XL)",0.522540191318107
"179","c","SS","400","Low","Simple","e=0.09 (XL)",0.365037649711533
"180","b","SS","400","Low","Simple","e=0.09 (XL)",0.486198470272605
"181","a","BS","30","Low","Correct","e=0.03 (XL)",0.241603964276506
"182","c","BS","30","Low","Correct","e=0.03 (XL)",0.0363567215591458
"183","b","BS","30","Low","Correct","e=0.03 (XL)",0.541022421653871
"184","a","RS","30","Low","Correct","e=0.03 (XL)",0.357465296796938
"185","c","RS","30","Low","Correct","e=0.03 (XL)",-0.0172008123510741
"186","b","RS","30","Low","Correct","e=0.03 (XL)",0.741108460579528
"187","a","ILV","30","Low","Correct","e=0.03 (XL)",0.292995500383792
"188","c","ILV","30","Low","Correct","e=0.03 (XL)",0.054452229117071
"189","b","ILV","30","Low","Correct","e=0.03 (XL)",0.572727489848818
"190","a","SEM","30","Low","Correct","e=0.03 (XL)",0.3054807883813
"191","c","SEM","30","Low","Correct","e=0.03 (XL)",0.0127426547775432
"192","b","SEM","30","Low","Correct","e=0.03 (XL)",0.660999574663962
"193","a","SS","30","Low","Correct","e=0.03 (XL)",0.643761590770718
"194","c","SS","30","Low","Correct","e=0.03 (XL)",0.14003494701735
"195","b","SS","30","Low","Correct","e=0.03 (XL)",0.63524212844209
"196","a","BS","30","Low","Simple","e=0.03 (XL)",0.342751071323594
"197","c","BS","30","Low","Simple","e=0.03 (XL)",0.130011520148341
"198","b","BS","30","Low","Simple","e=0.03 (XL)",0.546071236675752
"199","a","RS","30","Low","Simple","e=0.03 (XL)",0.48296322799947
"200","c","RS","30","Low","Simple","e=0.03 (XL)",0.0662059224260955
"201","b","RS","30","Low","Simple","e=0.03 (XL)",0.768346227383567
"202","a","ILV","30","Low","Simple","e=0.03 (XL)",0.380392653732422
"203","c","ILV","30","Low","Simple","e=0.03 (XL)",0.11841798597896
"204","b","ILV","30","Low","Simple","e=0.03 (XL)",0.635251076104396
"205","a","SEM","30","Low","Simple","e=0.03 (XL)",0.420592440317093
"206","c","SEM","30","Low","Simple","e=0.03 (XL)",0.0958497408242566
"207","b","SEM","30","Low","Simple","e=0.03 (XL)",0.705806617057068
"208","a","SS","30","Low","Simple","e=0.03 (XL)",0.333913528667039
"209","c","SS","30","Low","Simple","e=0.03 (XL)",0.13098496809762
"210","b","SS","30","Low","Simple","e=0.03 (XL)",0.536406388728258
"211","a","BS","60","Low","Correct","e=0.03 (XL)",0.201023945200182
"212","c","BS","60","Low","Correct","e=0.03 (XL)",0.0249601779469986
"213","b","BS","60","Low","Correct","e=0.03 (XL)",0.528704963263029
"214","a","RS","60","Low","Correct","e=0.03 (XL)",0.363907821188546
"215","c","RS","60","Low","Correct","e=0.03 (XL)",-0.028060444390441
"216","b","RS","60","Low","Correct","e=0.03 (XL)",0.79290626600685
"217","a","ILV","60","Low","Correct","e=0.03 (XL)",0.280728186709867
"218","c","ILV","60","Low","Correct","e=0.03 (XL)",0.0277751272174938
"219","b","ILV","60","Low","Correct","e=0.03 (XL)",0.633209996545406
"220","a","SEM","60","Low","Correct","e=0.03 (XL)",0.284973737803297
"221","c","SEM","60","Low","Correct","e=0.03 (XL)",-0.00184729752336228
"222","b","SEM","60","Low","Correct","e=0.03 (XL)",0.68959447096022
"223","a","SS","60","Low","Correct","e=0.03 (XL)",0.61591502685406
"224","c","SS","60","Low","Correct","e=0.03 (XL)",0.138769277588685
"225","b","SS","60","Low","Correct","e=0.03 (XL)",0.635074091245058
"226","a","BS","60","Low","Simple","e=0.03 (XL)",0.316259434517917
"227","c","BS","60","Low","Simple","e=0.03 (XL)",0.134745240142283
"228","b","BS","60","Low","Simple","e=0.03 (XL)",0.552254776011098
"229","a","RS","60","Low","Simple","e=0.03 (XL)",0.501000513522013
"230","c","RS","60","Low","Simple","e=0.03 (XL)",0.0741428905488465
"231","b","RS","60","Low","Simple","e=0.03 (XL)",0.81994898130191
"232","a","ILV","60","Low","Simple","e=0.03 (XL)",0.390151093009146
"233","c","ILV","60","Low","Simple","e=0.03 (XL)",0.111384568068494
"234","b","ILV","60","Low","Simple","e=0.03 (XL)",0.68315256491741
"235","a","SEM","60","Low","Simple","e=0.03 (XL)",0.410457800851951
"236","c","SEM","60","Low","Simple","e=0.03 (XL)",0.101995372891914
"237","b","SEM","60","Low","Simple","e=0.03 (XL)",0.728258205855016
"238","a","SS","60","Low","Simple","e=0.03 (XL)",0.301156987049239
"239","c","SS","60","Low","Simple","e=0.03 (XL)",0.128294711541493
"240","b","SS","60","Low","Simple","e=0.03 (XL)",0.527045133315668
"241","a","BS","100","Low","Correct","e=0.03 (XL)",0.198760321212561
"242","c","BS","100","Low","Correct","e=0.03 (XL)",0.024457195271489
"243","b","BS","100","Low","Correct","e=0.03 (XL)",0.514231794061946
"244","a","RS","100","Low","Correct","e=0.03 (XL)",0.388686923130052
"245","c","RS","100","Low","Correct","e=0.03 (XL)",-0.0414589045372866
"246","b","RS","100","Low","Correct","e=0.03 (XL)",0.827280733541943
"247","a","ILV","100","Low","Correct","e=0.03 (XL)",0.290168132510649
"248","c","ILV","100","Low","Correct","e=0.03 (XL)",0.011624909069519
"249","b","ILV","100","Low","Correct","e=0.03 (XL)",0.670661849336158
"250","a","SEM","100","Low","Correct","e=0.03 (XL)",0.295219114603118
"251","c","SEM","100","Low","Correct","e=0.03 (XL)",-0.00820491841435711
"252","b","SEM","100","Low","Correct","e=0.03 (XL)",0.702513967189546
"253","a","SS","100","Low","Correct","e=0.03 (XL)",0.615928146099732
"254","c","SS","100","Low","Correct","e=0.03 (XL)",0.139792657999992
"255","b","SS","100","Low","Correct","e=0.03 (XL)",0.633902410330538
"256","a","BS","100","Low","Simple","e=0.03 (XL)",0.314885083851992
"257","c","BS","100","Low","Simple","e=0.03 (XL)",0.135219087010702
"258","b","BS","100","Low","Simple","e=0.03 (XL)",0.555275845183147
"259","a","RS","100","Low","Simple","e=0.03 (XL)",0.51633463681773
"260","c","RS","100","Low","Simple","e=0.03 (XL)",0.0700435164655066
"261","b","RS","100","Low","Simple","e=0.03 (XL)",0.840655822316835
"262","a","ILV","100","Low","Simple","e=0.03 (XL)",0.403939132211962
"263","c","ILV","100","Low","Simple","e=0.03 (XL)",0.106447096550598
"264","b","ILV","100","Low","Simple","e=0.03 (XL)",0.71245738965073
"265","a","SEM","100","Low","Simple","e=0.03 (XL)",0.416707765061528
"266","c","SEM","100","Low","Simple","e=0.03 (XL)",0.0996079509005471
"267","b","SEM","100","Low","Simple","e=0.03 (XL)",0.739168760175128
"268","a","SS","100","Low","Simple","e=0.03 (XL)",0.301108057340818
"269","c","SS","100","Low","Simple","e=0.03 (XL)",0.129654691903666
"270","b","SS","100","Low","Simple","e=0.03 (XL)",0.528457333703378
"271","a","BS","200","Low","Correct","e=0.03 (XL)",0.192334297124131
"272","c","BS","200","Low","Correct","e=0.03 (XL)",0.0320484757406728
"273","b","BS","200","Low","Correct","e=0.03 (XL)",0.496111096495182
"274","a","RS","200","Low","Correct","e=0.03 (XL)",0.394353447041745
"275","c","RS","200","Low","Correct","e=0.03 (XL)",-0.0355255963944276
"276","b","RS","200","Low","Correct","e=0.03 (XL)",0.838635417307184
"277","a","ILV","200","Low","Correct","e=0.03 (XL)",0.290425115833463
"278","c","ILV","200","Low","Correct","e=0.03 (XL)",0.00875263613155588
"279","b","ILV","200","Low","Correct","e=0.03 (XL)",0.690862341248368
"280","a","SEM","200","Low","Correct","e=0.03 (XL)",0.293561087333476
"281","c","SEM","200","Low","Correct","e=0.03 (XL)",-0.000313679038173153
"282","b","SEM","200","Low","Correct","e=0.03 (XL)",0.702729849978682
"283","a","SS","200","Low","Correct","e=0.03 (XL)",0.614717597665341
"284","c","SS","200","Low","Correct","e=0.03 (XL)",0.140312922407502
"285","b","SS","200","Low","Correct","e=0.03 (XL)",0.637754650809509
"286","a","BS","200","Low","Simple","e=0.03 (XL)",0.311672175519338
"287","c","BS","200","Low","Simple","e=0.03 (XL)",0.138220681629544
"288","b","BS","200","Low","Simple","e=0.03 (XL)",0.555628389139116
"289","a","RS","200","Low","Simple","e=0.03 (XL)",0.521565211044145
"290","c","RS","200","Low","Simple","e=0.03 (XL)",0.0786487307256127
"291","b","RS","200","Low","Simple","e=0.03 (XL)",0.842892220062054
"292","a","ILV","200","Low","Simple","e=0.03 (XL)",0.410027000390896
"293","c","ILV","200","Low","Simple","e=0.03 (XL)",0.108678918699468
"294","b","ILV","200","Low","Simple","e=0.03 (XL)",0.72767869180932
"295","a","SEM","200","Low","Simple","e=0.03 (XL)",0.41603305293943
"296","c","SEM","200","Low","Simple","e=0.03 (XL)",0.107451138940079
"297","b","SEM","200","Low","Simple","e=0.03 (XL)",0.738983690254627
"298","a","SS","200","Low","Simple","e=0.03 (XL)",0.299386844364027
"299","c","SS","200","Low","Simple","e=0.03 (XL)",0.133951312285247
"300","b","SS","200","Low","Simple","e=0.03 (XL)",0.530379405479122
"301","a","BS","300","Low","Correct","e=0.03 (XL)",0.192533561647332
"302","c","BS","300","Low","Correct","e=0.03 (XL)",0.0344589453344098
"303","b","BS","300","Low","Correct","e=0.03 (XL)",0.488434607985253
"304","a","RS","300","Low","Correct","e=0.03 (XL)",0.399948648473521
"305","c","RS","300","Low","Correct","e=0.03 (XL)",-0.0336894521343089
"306","b","RS","300","Low","Correct","e=0.03 (XL)",0.838294692099931
"307","a","ILV","300","Low","Correct","e=0.03 (XL)",0.293997653364805
"308","c","ILV","300","Low","Correct","e=0.03 (XL)",0.00803498757706363
"309","b","ILV","300","Low","Correct","e=0.03 (XL)",0.69210393858527
"310","a","SEM","300","Low","Correct","e=0.03 (XL)",0.296201001220933
"311","c","SEM","300","Low","Correct","e=0.03 (XL)",0.00222013969387614
"312","b","SEM","300","Low","Correct","e=0.03 (XL)",0.699003382519163
"313","a","SS","300","Low","Correct","e=0.03 (XL)",0.616787024023727
"314","c","SS","300","Low","Correct","e=0.03 (XL)",0.14185296287341
"315","b","SS","300","Low","Correct","e=0.03 (XL)",0.634940946979502
"316","a","BS","300","Low","Simple","e=0.03 (XL)",0.313279360779137
"317","c","BS","300","Low","Simple","e=0.03 (XL)",0.138873673253925
"318","b","BS","300","Low","Simple","e=0.03 (XL)",0.552448159596775
"319","a","RS","300","Low","Simple","e=0.03 (XL)",0.527053596525491
"320","c","RS","300","Low","Simple","e=0.03 (XL)",0.0796553137117557
"321","b","RS","300","Low","Simple","e=0.03 (XL)",0.840881114553506
"322","a","ILV","300","Low","Simple","e=0.03 (XL)",0.414714611080546
"323","c","ILV","300","Low","Simple","e=0.03 (XL)",0.110069619078286
"324","b","ILV","300","Low","Simple","e=0.03 (XL)",0.727707739148082
"325","a","SEM","300","Low","Simple","e=0.03 (XL)",0.419379804613796
"326","c","SEM","300","Low","Simple","e=0.03 (XL)",0.108835562952232
"327","b","SEM","300","Low","Simple","e=0.03 (XL)",0.735211570989726
"328","a","SS","300","Low","Simple","e=0.03 (XL)",0.301645645871172
"329","c","SS","300","Low","Simple","e=0.03 (XL)",0.133889245566439
"330","b","SS","300","Low","Simple","e=0.03 (XL)",0.528064702645954
"331","a","BS","400","Low","Correct","e=0.03 (XL)",0.194156639294277
"332","c","BS","400","Low","Correct","e=0.03 (XL)",0.0335499660718995
"333","b","BS","400","Low","Correct","e=0.03 (XL)",0.488222476759409
"334","a","RS","400","Low","Correct","e=0.03 (XL)",0.405426297615381
"335","c","RS","400","Low","Correct","e=0.03 (XL)",-0.0363124328014489
"336","b","RS","400","Low","Correct","e=0.03 (XL)",0.841987838039687
"337","a","ILV","400","Low","Correct","e=0.03 (XL)",0.297337503545337
"338","c","ILV","400","Low","Correct","e=0.03 (XL)",0.0045118575576031
"339","b","ILV","400","Low","Correct","e=0.03 (XL)",0.696347134978561
"340","a","SEM","400","Low","Correct","e=0.03 (XL)",0.299546551554672
"341","c","SEM","400","Low","Correct","e=0.03 (XL)",0.000461365935457491
"342","b","SEM","400","Low","Correct","e=0.03 (XL)",0.701447999837459
"343","a","SS","400","Low","Correct","e=0.03 (XL)",0.619310165051403
"344","c","SS","400","Low","Correct","e=0.03 (XL)",0.141518576442754
"345","b","SS","400","Low","Correct","e=0.03 (XL)",0.635959250474814
"346","a","BS","400","Low","Simple","e=0.03 (XL)",0.313833744847355
"347","c","BS","400","Low","Simple","e=0.03 (XL)",0.13844186781727
"348","b","BS","400","Low","Simple","e=0.03 (XL)",0.553302053123894
"349","a","RS","400","Low","Simple","e=0.03 (XL)",0.530749249075629
"350","c","RS","400","Low","Simple","e=0.03 (XL)",0.0791575479759836
"351","b","RS","400","Low","Simple","e=0.03 (XL)",0.841896180347354
"352","a","ILV","400","Low","Simple","e=0.03 (XL)",0.418120356844066
"353","c","ILV","400","Low","Simple","e=0.03 (XL)",0.109228384573816
"354","b","ILV","400","Low","Simple","e=0.03 (XL)",0.730577975129328
"355","a","SEM","400","Low","Simple","e=0.03 (XL)",0.421308939440147
"356","c","SEM","400","Low","Simple","e=0.03 (XL)",0.108529357369084
"357","b","SEM","400","Low","Simple","e=0.03 (XL)",0.736008002990014
"358","a","SS","400","Low","Simple","e=0.03 (XL)",0.304643764176411
"359","c","SS","400","Low","Simple","e=0.03 (XL)",0.133655558198856
"360","b","SS","400","Low","Simple","e=0.03 (XL)",0.528718204387402
"361","a","BS","30","Low","Correct","e=0",0.242102332456458
"362","c","BS","30","Low","Correct","e=0",0.0435446569800884
"363","b","BS","30","Low","Correct","e=0",0.503437621097246
"364","a","RS","30","Low","Correct","e=0",0.350768341499199
"365","c","RS","30","Low","Correct","e=0",-0.0370789472622568
"366","b","RS","30","Low","Correct","e=0",0.75206663017563
"367","a","ILV","30","Low","Correct","e=0",0.278957703476062
"368","c","ILV","30","Low","Correct","e=0",0.0301345789143043
"369","b","ILV","30","Low","Correct","e=0",0.602683951637755
"370","a","SEM","30","Low","Correct","e=0",0.304664209165133
"371","c","SEM","30","Low","Correct","e=0",-0.00547679983341983
"372","b","SEM","30","Low","Correct","e=0",0.678026231095274
"373","a","SS","30","Low","Correct","e=0",0.242528522852966
"374","c","SS","30","Low","Correct","e=0",0.0515936784102041
"375","b","SS","30","Low","Correct","e=0",0.51297552974736
"376","a","BS","30","Low","Simple","e=0",0.242102332456458
"377","c","BS","30","Low","Simple","e=0",0.0435446569800884
"378","b","BS","30","Low","Simple","e=0",0.503437621097246
"379","a","RS","30","Low","Simple","e=0",0.350768341499199
"380","c","RS","30","Low","Simple","e=0",-0.0370789472622568
"381","b","RS","30","Low","Simple","e=0",0.75206663017563
"382","a","ILV","30","Low","Simple","e=0",0.278957703476062
"383","c","ILV","30","Low","Simple","e=0",0.0301345789143043
"384","b","ILV","30","Low","Simple","e=0",0.602683951637755
